game_id,referee_id
10600106,2878
10600106,1167
10600106,1201
10600107,2005
10600107,1363
10600107,1176
10600108,1192
10600108,2534
10600108,2529
10600109,2148
10600109,1180
10600109,2001
10600110,2883
10600110,1190
10600110,1662
10600111,1189
10600111,1168
10600112,2714
10600112,1203
10600112,1826
10600113,1163
10600113,1188
10600113,2532
10600115,1830
10600115,1164
10600115,2716
10600117,1180
10600117,101286
10600117,1664
10600118,2878
10600118,1199
10600118,2534
10600119,1152
10600119,2004
10600119,2529
10600120,1193
10600120,1174
10600120,1159
10600121,1185
10600121,101284
10600121,1194
10600122,1662
10600122,1142
10600122,1363
10700001,1185
10700001,2004
10700001,1142
10700005,2529
10700005,1190
10700005,2534
10700006,1152
10700006,1179
10700006,200833
10700007,200833
10700007,1147
10700007,1179
10700008,2882
10700008,1198
10700008,1154
10700009,1201
10700009,2714
10700009,1199
10700011,1155
10700011,201246
10700011,1662
10700012,1664
10700012,2878
10700012,1150
10700013,1167
10700013,101284
10700013,2003
10700015,2530
10700015,101283
10700015,1192
10700016,1363
10700016,1153
10700016,2882
10700017,2002
10700017,1204
10700017,1194
10700018,1155
10700018,1662
10700018,201246
10700019,201244
10700019,1830
10700019,1162
10700020,1142
10700020,1185
10700020,2004
10700023,1193
10700023,1201
10700023,2714
10700024,1195
10700024,1154
10700024,200834
10700025,1164
10700025,2148
10700025,2002
10700026,1150
10700026,1664
10700026,2878
10700029,1161
10700029,1363
10700029,2716
10700029,101283
10700030,1199
10700030,1201
10700030,200832
10700031,1146
10700031,1159
10700031,1204
10700032,1184
10700032,1148
10700032,2715
10700033,1830
10700033,2005
10700033,1176
10700034,1152
10700034,2532
10700034,1188
10700035,1151
10700035,2534
10700035,2715
10700037,200834
10700037,1154
10700037,1195
10700038,2529
10700038,2001
10700038,1194
10700039,201245
10700039,1153
10700039,2003
10700041,1176
10700041,200832
10700041,1189
10700042,1165
10700042,1662
10700042,1167
10700043,1201
10700043,201245
10700043,1192
10700044,1204
10700044,1146
10700044,1159
10700047,101283
10700047,2530
10700047,1193
10700048,1159
10700048,1146
10700048,1204
10700050,2532
10700050,1199
10700050,2002
10700051,200833
10700051,1161
10700051,1165
10700052,1155
10700052,1188
10700052,1184
10700054,2715
10700054,2878
10700054,1148
10700055,1174
10700055,1189
10700055,200833
10700056,201246
10700056,1179
10700056,1150
10700058,1176
10700058,1195
10700058,2716
10700059,1162
10700059,1152
10700059,1198
10700060,1664
10700060,1188
10700060,1151
10700061,1164
10700061,2001
10700061,2714
10700062,1204
10700062,1188
10700062,1190
10700062,2005
10700063,1189
10700063,2148
10700063,1174
10700064,201244
10700064,1155
10700064,2004
10700066,1199
10700066,101284
10700066,2003
10700068,2715
10700068,1195
10700068,1176
10700069,201245
10700069,1192
10700069,2530
10700070,1363
10700070,1180
10700070,1184
10700072,1203
10700072,101283
10700072,1193
10700073,1154
10700073,1165
10700073,2532
10700074,2001
10700074,2882
10700074,1153
10700075,1152
10700075,1198
10700075,1162
10700076,2005
10700076,1204
10700076,1190
10700077,1147
10700077,201245
10700077,2004
10700078,1199
10700078,2003
10700078,101284
10700079,1167
10700079,2534
10700079,1664
10700080,2002
10700080,1142
10700080,2713
10700081,1151
10700081,2715
10700081,2878
10700082,1830
10700082,1146
10700082,2529
10700083,1185
10700083,1164
10700083,2714
10700084,1180
10700084,1363
10700084,200834
10700085,2003
10700085,101284
10700085,1190
10700088,2713
10700088,1161
10700088,2004
10700089,2002
10700089,200832
10700089,1142
10700090,1146
10700090,1159
10700090,2534
10700091,2532
10700091,1193
10700091,2530
10700092,1363
10700092,200834
10700092,1180
10700093,2148
10700093,1201
10700093,1148
10700095,1151
10700095,2715
10700095,1188
10700096,1192
10700096,2001
10700096,2714
10700097,2716
10700097,1147
10700097,1664
10700098,1159
10700098,1176
10700098,1189
10700099,2005
10700099,1151
10700099,1188
10700100,200834
10700100,1150
10700100,1179
10700101,1203
10700101,2529
10700101,1830
10700102,1174
10700102,1195
10700102,200832
10700103,101283
10700103,1185
10700103,1194
10700104,1153
10700104,2003
10700104,2714
10700105,1189
10700105,1154
10700105,2716
10700106,1148
10700106,1662
10700106,201246
10700108,1162
10700108,1184
10700108,1165
10700109,101284
10700109,1199
10700109,2534
10800001,1176
10800001,200832
10800001,2534
10800002,2529
10800002,1159
10800002,1142
10800003,1154
10800003,2004
10800003,201245
10800004,1190
10800004,2532
10800004,1165
10800007,1204
10800007,1200
10800007,2148
10800008,2714
10800008,1151
10800008,1193
10800009,2001
10800009,1195
10800009,2529
10800010,1189
10800010,2534
10800010,1162
10800011,201640
10800011,1147
10800011,1198
10800012,201637
10800012,2716
10800012,1146
10800013,1176
10800013,201638
10800013,1185
10800014,201639
10800014,1199
10800014,2715
10800015,1168
10800015,200833
10800015,1188
10800016,1201
10800016,2148
10800016,1150
10800017,1194
10800017,2882
10800017,1179
10800018,1152
10800018,200834
10800018,1159
10800019,2878
10800019,2002
10800019,1203
10800020,1192
10800020,2004
10800020,2003
10800021,1195
10800021,101284
10800021,2534
10800022,1151
10800022,2714
10800022,1193
10800024,2715
10800024,1146
10800024,200834
10800025,1198
10800025,1199
10800025,1194
10800025,201637
10800027,1154
10800027,1165
10800027,201640
10800028,200832
10800028,1185
10800028,1152
10800029,1150
10800029,1174
10800029,1180
10800030,1142
10800030,2882
10800030,2530
10800031,200833
10800031,1188
10800031,1168
10800032,2005
10800032,1153
10800032,201639
10800033,1176
10800033,1184
10800033,2001
10800034,101283
10800034,1190
10800034,2716
10800035,1192
10800035,2003
10800035,2004
10800036,1830
10800036,1162
10800036,2715
10800037,1200
10800037,1185
10800037,2529
10800038,2002
10800038,2532
10800038,1203
10800039,1194
10800039,2714
10800039,1188
10800040,1142
10800040,2530
10800040,201246
10800042,1664
10800042,1164
10800042,1148
10800043,1151
10800043,1193
10800043,2878
10800044,1200
10800044,2529
10800044,2001
10800049,201638
10800049,1203
10800049,2716
10800050,1168
10800050,201637
10800050,1190
10800051,1204
10800051,1176
10800051,1184
10800052,1195
10800052,1153
10800052,1363
10800053,1198
10800053,201246
10800053,1152
10800054,1159
10800054,1662
10800054,2882
10800055,2878
10800055,1174
10800055,1193
10800056,1179
10800056,1199
10800056,201245
10800057,1165
10800057,1180
10800057,1150
10800059,1147
10800059,2716
10800059,1188
10800061,2530
10800061,1142
10800061,2882
10800063,2001
10800063,101283
10800063,1148
10800064,1155
10800064,1201
10800064,2003
10800067,200834
10800067,1199
10800067,2534
10800070,2005
10800070,1146
10800070,1167
10800071,1185
10800071,1164
10800071,201637
10800072,101283
10800072,1192
10800072,1204
10800073,1142
10800073,1198
10800073,2529
10800076,1188
10800076,1147
10800076,2534
10800078,1664
10800078,1190
10800078,201246
10800079,200833
10800079,1203
10800079,2002
10800083,201638
10800083,2715
10800083,1176
10800084,1162
10800084,1830
10800084,201637
10800085,101284
10800085,1152
10800085,1185
10800086,1188
10800086,1151
10800086,2532
10800088,2004
10800088,1184
10800088,1200
10800089,1148
10800089,101283
10800089,2001
10800090,101284
10800090,1201
10800090,1152
10800091,1150
10800091,1664
10800091,201640
10800092,2714
10800092,1168
10800092,1190
10800093,2530
10800093,1142
10800093,2882
10800095,1194
10800095,1179
10800095,1189
10800096,1174
10800096,1165
10800096,2532
10800097,1198
10800097,2529
10800097,1192
10800098,1153
10800098,201639
10800098,2148
10800099,1195
10800099,2002
10800099,2003
10800101,200833
10800101,1363
10800101,1161
10800102,2715
10800102,201638
10800102,1199
10800103,2004
10800103,1184
10800103,1164
10800104,2716
10800104,1662
10800104,200832
10800105,1200
10800105,1204
10800105,1201
10800106,1193
10800106,1154
10800106,201246
10800107,1664
10800107,2005
10800107,1150
10800108,2882
10800108,1146
10800108,2530
10800109,2714
10800109,1168
10800109,1203
10800110,1161
10800110,200833
10800110,1363
10800111,2003
10800111,1167
10800111,200834
10800112,2005
10800112,2148
10800112,1195
10800113,101283
10800113,1155
10800113,201639
10800114,1165
10800114,1174
10800114,201640
10800115,2716
10800115,1662
10800115,200832
10900001,202027
10900001,202009
10900001,202056
10900004,202049
10900004,202030
10900004,202041
10900005,202027
10900005,202035
10900005,101286
10900006,202056
10900006,202011
10900006,202005
10900007,202057
10900007,202046
10900007,202020
10900008,202013
10900008,202026
10900008,202034
10900010,202041
10900010,202049
10900010,202057
10900012,202060
10900012,202044
10900012,202006
10900013,202020
10900013,202005
10900013,202012
10900014,202009
10900014,202007
10900014,202032
10900015,202011
10900015,202026
10900015,202013
10900016,202054
10900016,202041
10900016,202017
10900017,202005
10900017,202019
10900017,202025
10900018,202039
10900018,202030
10900018,202040
10900020,2713
10900020,202029
10900020,202034
10900021,202044
10900021,202060
10900021,202006
10900023,202053
10900023,202031
10900023,202056
10900024,202000
10900024,202012
10900024,202046
10900025,202047
10900025,202058
10900025,202042
10900027,202043
10900027,202010
10900027,202039
10900028,202023
10900028,2147
10900028,202014
10900029,202025
10900029,202005
10900029,202012
10900030,202057
10900030,202048
10900030,202044
10900031,202037
10900031,202008
10900031,202034
10900032,202049
10900032,202054
10900032,202038
10900034,2713
10900034,202027
10900034,202022
10900035,202027
10900035,202035
10900035,202029
10900037,202049
10900037,202043
10900037,202019
10900038,202002
10900038,202064
10900038,2147
10900040,202014
10900040,2713
10900040,202057
10900041,202016
10900041,202053
10900041,202046
10900042,202007
10900042,202060
10900042,202038
10900043,202044
10900043,202003
10900043,202002
10900044,202032
10900044,202033
10900044,202009
10900045,202041
10900045,202024
10900045,202031
10900048,202025
10900048,202040
10900048,2147
10900049,202037
10900049,202064
10900049,202020
10900050,202032
10900050,202041
10900050,202028
10900051,202013
10900051,202054
10900051,202026
10900054,202033
10900054,202053
10900054,202002
10900055,202007
10900055,202056
10900055,202010
10900056,202038
10900056,202025
10900056,2713
10900057,202054
10900057,202032
10900057,202049
10900058,202000
10900058,202039
10900058,202029
10900059,101286
10900059,202030
10900059,202035
10900060,202027
10900060,202034
10900060,202033
10900061,202031
10900061,202023
10900061,202044
10900062,202058
10900062,202013
10900062,202024
10900063,202008
10900063,202049
10900063,202029
10900064,202030
10900064,202053
10900064,202022
10900065,202044
10900065,202002
10900065,202023
10900066,202037
10900066,202038
10900066,202025
10900067,202026
10900067,202028
10900067,202032
10900068,202034
10900068,202058
10900068,202048
10900069,202057
10900069,202007
10900069,202045
10900071,202014
10900071,202039
10900071,202047
10900072,2713
10900072,202030
10900072,202043
10900073,202002
10900073,202047
10900073,202004
10900074,202031
10900074,202034
10900074,202039
10900075,202009
10900075,202012
10900075,202008
10900076,202056
10900076,202007
10900076,202062
10900077,202025
10900077,202026
10900077,202003
10900078,202041
10900078,202017
10900078,202023
10900081,202060
10900081,202006
10900081,202037
10900082,202056
10900082,202057
10900082,202009
10900083,101286
10900083,202012
10900083,2713
10900084,202001
10900084,202020
10900084,202046
10900085,202032
10900085,202044
10900085,202016
10900086,202035
10900086,202004
10900086,2147
10900088,202049
10900088,202024
10900088,202042
10900089,202039
10900089,202047
10900089,202054
10900090,202013
10900090,2713
10900090,202062
10900091,202038
10900091,101286
10900091,202056
10900092,202000
10900092,202045
10900092,202027
10900093,202001
10900093,202037
10900093,202057
10900094,202007
10900094,202034
10900094,202017
10900095,202035
10900095,202040
10900095,202058
10900096,202026
10900096,202048
10900096,202030
10900098,202025
10900098,2147
10900098,202024
10900099,202007
10900099,202011
10900099,202016
10900100,202031
10900100,202042
10900100,202044
10900101,202012
10900101,202029
10900101,202041
10900102,202047
10900102,202026
10900102,202010
10900103,202060
10900103,202058
10900103,202028
10900104,202046
10900104,202020
10900104,202038
10900105,202043
10900105,202009
10900105,202013
10900106,202030
10900106,202035
10900106,202039
10900107,202037
10900107,202027
10900107,202000
10900108,202042
10900108,202007
10900108,202014
10900109,202025
10900109,202016
10900109,2147
10900110,202002
10900110,202039
10900110,202003
10900111,202058
10900111,202060
10900111,202028
10900112,202006
10900112,202001
10900112,202046
10900114,2713
10900114,202017
10900114,202026
10900115,202057
10900115,202053
10900115,202045
10900116,202009
10900116,202008
10900116,202027
10900117,202044
10900117,202031
10900117,202012
10900118,202040
10900118,202041
10900118,202029
11000003,2002
11000003,1830
11000003,2001
11000004,200833
11000004,1153
11000004,2003
11000005,1176
11000005,2882
11000005,201427
11000006,201443
11000006,1185
11000006,1152
11000007,2534
11000007,201637
11000007,1162
11000008,1204
11000008,1164
11000008,2878
11000009,202037
11000009,1200
11000009,1201
11000010,201638
11000010,2530
11000010,1159
11000011,1161
11000011,101284
11000011,1154
11000012,1147
11000012,2715
11000012,201639
11000013,1159
11000013,201638
11000013,2530
11000014,1363
11000014,1662
11000014,201640
11000015,202007
11000015,1188
11000015,1193
11000016,2002
11000016,2148
11000016,1194
11000017,1154
11000017,2003
11000017,201245
11000018,1185
11000018,1142
11000018,202058
11000019,1199
11000019,201443
11000019,1167
11000020,201640
11000020,1363
11000020,1662
11000021,1179
11000021,201639
11000021,1164
11000021,202053
11000022,1176
11000022,2882
11000022,202026
11000023,2004
11000023,201246
11000023,1174
11000025,1193
11000025,201637
11000025,101284
11000026,1201
11000026,202037
11000026,1148
11000027,200832
11000027,1198
11000027,1162
11000028,200833
11000028,2715
11000028,2534
11000029,1200
11000029,1179
11000029,202053
11000030,2532
11000030,2529
11000030,1146
11000031,1185
11000031,1152
11000031,202058
11000032,2529
11000032,1146
11000032,2532
11000033,1195
11000033,2878
11000033,1664
11000034,1142
11000034,201638
11000034,1159
11000036,201245
11000036,1168
11000036,1188
11000037,2716
11000037,202041
11000037,1147
11000039,2534
11000039,2714
11000039,200834
11000040,202027
11000040,1204
11000040,1148
11000041,1195
11000041,202027
11000041,1664
11000042,2529
11000042,201246
11000042,1146
11000043,201640
11000043,1199
11000043,1167
11000044,1200
11000044,2715
11000044,200834
11000045,2716
11000045,1176
11000045,202007
11000046,1662
11000046,1363
11000046,201638
11000047,1153
11000047,2714
11000047,201639
11000048,202037
11000048,1148
11000048,1188
11000049,1193
11000049,201637
11000049,1179
11000050,1147
11000050,2882
11000050,200833
11000052,1142
11000052,101284
11000052,200832
11000053,1830
11000053,1204
11000053,202007
11000054,1363
11000054,1174
11000054,201638
11000055,2004
11000055,2532
11000055,1168
11000056,1185
11000056,1146
11000056,101283
11000057,1201
11000057,2878
11000057,2001
11000058,2534
11000058,1159
11000058,201640
11000059,1154
11000059,2003
11000059,2530
11000062,101283
11000062,1185
11000062,2002
11000063,1168
11000063,2004
11000063,2532
11000064,2714
11000064,1164
11000064,202041
11000065,1159
11000065,1200
11000065,201640
11000066,1193
11000066,201637
11000066,1179
11000067,1201
11000067,201639
11000067,1153
11000068,2529
11000068,202058
11000068,1152
11000069,1164
11000069,1204
11000069,200833
11000070,2001
11000070,2878
11000070,1198
11000071,202053
11000071,1185
11000071,1194
11000072,1152
11000072,2529
11000072,202058
11000073,200832
11000073,2002
11000073,2005
11000074,1168
11000074,101284
11000074,2532
11000075,200834
11000075,2715
11000075,1199
11000076,2878
11000076,1146
11000076,1162
11000078,1147
11000078,1664
11000078,2716
11000079,1176
11000079,201245
11000079,2714
11000081,2530
11000081,1154
11000081,2003
11000082,1198
11000082,201637
11000082,1153
11000083,1164
11000083,200833
11000083,2148
11000084,1201
11000084,201639
11000084,1148
11000085,1188
11000085,202007
11000085,1195
11000087,2002
11000087,2529
11000087,202041
11000088,1830
11000088,2001
11000088,1664
11000089,1147
11000089,200833
11000089,2716
11000090,200832
11000090,1179
11000090,1142
11000091,201638
11000091,1176
11000091,2004
11000092,2532
11000092,2002
11000092,101284
11000093,1200
11000093,1363
11000093,201246
11000094,101283
11000094,1198
11000094,1146
11000095,202027
11000095,1201
11000095,1164
11000097,201638
11000097,1194
11000097,2148
11000098,1204
11000098,1199
11000098,200834
11000100,1195
11000100,1159
11000100,202005
11000101,1162
11000101,1179
11000101,202026
11000102,1174
11000102,1664
11000102,2534
11000103,201245
11000103,2714
11000103,1148
11000104,101284
11000104,1142
11000104,101283
11000105,2534
11000105,1167
11000105,202058
11000106,1200
11000106,1363
11000106,202037
11000107,2001
11000107,2003
11000107,202027
11000108,1662
11000108,2148
11000108,202053
11000110,201639
11000110,1153
11000110,2882
11000111,1174
11000111,1198
11000111,101283
11000112,202005
11000112,1830
11000112,2716
11000113,201246
11000113,1185
11000113,1662
11000114,200834
11000114,1199
11000114,1204
11000115,1176
11000115,2715
11000115,201640
11000116,2878
11000116,2148
11000116,1194
11000118,1152
11000118,202041
11000118,2714
11000120,2530
11000120,1188
11000120,1664
11100001,1146
11100001,2003
11100001,201245
11100002,201638
11100002,2715
11100002,1190
11100003,202027
11100003,1162
11100003,2004
11100004,2716
11100004,1148
11100004,200832
11100005,201637
11100005,1147
11100005,201640
11100006,2534
11100006,2714
11100006,202053
11100007,1174
11100007,1188
11100007,101284
11100008,201246
11100008,1204
11100008,1179
11100009,200833
11100009,202007
11100009,1153
11100010,101283
11100010,1168
11100010,202027
11100011,2001
11100011,2529
11100011,202058
11100012,1176
11100012,1198
11100012,202026
11100013,202037
11100013,1201
11100013,1664
11100014,202053
11100014,1194
11100014,2878
11100015,2534
11100015,200834
11100015,200832
11100016,2532
11100016,2003
11100016,1199
11100017,1152
11100017,201637
11100017,200833
11100018,202005
11100018,1164
11100018,1185
11100019,2714
11100019,1142
11100019,1159
11100020,202037
11100020,1200
11100020,1363
11100021,201638
11100021,1190
11100021,2882
11100022,202026
11100022,1148
11100022,2004
11100023,1363
11100023,1193
11100023,201246
11100024,1147
11100024,2005
11100024,202049
11100026,1830
11100026,201640
11100026,202901
11100027,101284
11100027,2878
11100027,1146
11100028,1662
11100028,202900
11100028,2148
11100029,1193
11100029,2148
11100029,202041
11100030,2715
11100030,1195
11100030,202000
11200005,1664
11200005,202027
11200005,1179
11200006,1142
11200006,1176
11200006,200832
11200007,202041
11200007,2002
11200007,1146
11200008,2532
11200008,203177
11200008,1195
11200009,2148
11200009,1188
11200009,1662
11200013,1194
11200013,1201
11200013,202037
11200014,1962936541
11200014,1192
11200014,1204
11200015,2532
11200015,200834
11200015,1148
11200016,1174
11200016,200833
11200016,203177
11200019,1152
11200019,2004
11200019,202005
11200020,2003
11200020,2716
11200020,1179
11200021,1164
11200021,1185
11200021,1188
11200022,2529
11200022,202053
11200022,1363
11200023,1830
11200023,2002
11200023,201246
11200024,2005
11200024,1193
11200024,202007
11200025,1162
11200025,1962936541
11200025,202900
11200026,2530
11200026,2532
11200026,201639
11200027,1168
11200027,202058
11200027,202000
11200028,1159
11200028,1153
11200028,2715
11200030,200834
11200030,1195
11200030,1204
11200031,2004
11200031,2002
11200031,201246
11200032,1179
11200032,2716
11200032,1664
11200033,1193
11200033,2005
11200033,202007
11200036,101283
11200036,202005
11200036,1152
11200037,201245
11200037,1142
11200037,200834
11200039,1176
11200039,201639
11200039,201638
11200040,202058
11200040,1830
11200040,202000
11200042,1962936542
11200042,1199
11200042,201640
11200043,1153
11200043,1159
11200043,2715
11200044,202041
11200044,2714
11200044,1174
11200045,101283
11200045,202037
11200045,2001
11200046,1162
11200046,2002
11200046,202005
11200047,201637
11200047,1142
11200047,1146
11200048,2715
11200048,202026
11200048,1190
11200049,200832
11200049,1199
11200049,201640
11200050,1168
11200050,1201
11200050,202027
11200051,201638
11200051,2534
11200051,1198
11200052,1195
11200052,1204
11200052,202058
11200053,201245
11200053,2529
11200053,1192
11200055,202037
11200055,1174
11200055,2714
11200057,202027
11200057,1201
11200057,1200
11200058,202026
11200058,1962936541
11200058,2530
11200060,1193
11200060,2002
11200060,202026
11200061,201639
11200061,2716
11200061,101284
11200062,1188
11200062,2882
11200062,202049
11200063,201246
11200063,1664
11200063,1662
11200064,200834
11200064,202900
11200064,2001
11200065,1199
11200065,201637
11200065,201640
11200066,2003
11200066,1168
11200066,202053
11200067,201245
11200067,200833
11200067,1830
11200068,1363
11200068,202005
11200068,1198
11200069,202058
11200069,202041
11200069,2534
11200071,1148
11200071,201639
11200071,2716
11200072,1962936541
11200072,202041
11200072,2882
11200073,1185
11200073,1168
11200073,201245
11200074,2002
11200074,202049
11200074,1188
11200075,2001
11200075,200834
11200075,202900
11200076,1179
11200076,202053
11200076,2003
11200077,1152
11200077,202000
11200077,1193
11200079,1198
11200079,202000
11200079,1363
11200080,201246
11200080,2001
11200080,200834
11200081,1830
11200081,2529
11200081,2532
11200082,1199
11200082,202007
11200082,201638
11200083,200833
11200083,1162
11200083,203177
11200084,1159
11200084,2005
11200084,101284
11200085,202049
11200085,2715
11200085,1193
11200086,2003
11200086,1179
11200086,202037
11200087,1195
11200087,1185
11200087,200832
11200088,201637
11200088,202058
11200088,1147
11200089,2532
11200089,2529
11200089,1662
11200090,2004
11200090,202053
11200090,1164
11200092,1159
11200092,1190
11200092,202026
11200094,1201
11200094,1204
11200094,1194
11200095,1168
11200095,1188
11200095,201245
11200096,1153
11200096,201640
11200096,202026
11200097,202041
11200097,200833
11200097,2530
11200098,202027
11200098,101283
11200098,1179
11200099,200832
11200099,1159
11200099,1174
11200100,2716
11200100,2715
11200100,2534
11200101,201638
11200101,1830
11200101,2005
11200102,1664
11200102,202007
11200102,1193
11200104,2882
11200104,1198
11200104,2532
11200105,2148
11200105,1363
11200105,2004
11200106,1153
11200106,1962936541
11200106,202049
11200107,2004
11200107,1830
11200107,203207
11200108,101283
11200108,1185
11200108,2530
11200109,2005
11200109,1164
11200109,202027
11200110,2714
11200110,201639
11200110,1168
11200111,1193
11200111,202007
11200111,1147
11200112,1152
11200112,202041
11200112,1198
11200114,1662
11200114,202037
11200114,2882
11200115,2716
11200115,1148
11200115,2003
11200116,201638
11200116,2534
11200116,202058
11200117,2530
11200117,1201
11200117,1204
11200118,1146
11200118,101284
11200118,201637
11300002,201638
11300002,1188
11300002,1174
11300003,2002
